date, pm25, pm10, o3, no2, so2, co
2014/4/14, , 10, 9, 12, , 3
2014/4/15, , 11, 5, 16, , 5
2014/4/16, , 14, 4, 15, , 5
2014/4/17, , 15, 22, 17, , 5
2014/4/18, , 21, 29, 13, , 4
2014/4/19, , 18, 34, 22, , 7
2014/4/20, , 36, 23, 11, , 4
2014/4/21, , 13, 29, 9, , 3
2014/4/22, , 14, 4, 20, , 5
2014/4/23, , 20, 11, 20, , 7
2014/4/24, , 25, 6, 13, , 3
2014/4/25, , 9, 14, 14, , 3
2014/4/26, , 14, 13, 12, , 3
2014/4/27, , 17, 21, 8, , 3
2014/4/28, , 18, 10, 12, , 3
2014/4/29, , 19, 14, 21, , 4
2014/4/30, , 22, 16, 25, , 5
2014/5/1, , 24, 19, 18, , 4
2014/5/2, , 20, 18, 27, , 8
2014/5/3, , 31, 35, 18, , 6
2014/5/4, , 30, 24, 19, , 6
2014/5/5, , 24, 28, 32, , 11
2014/5/6, , 35, 28, 38, , 9
2014/5/7, , 42, 13, 36, , 9
2014/5/8, , 43, 26, 34, , 10
2014/5/9, , 41, 7, 19, , 4
2014/5/10, , 29, 16, 11, , 2
2014/5/11, , 33, 15, 6, , 2
2014/5/12, , 31, 17, 21, , 5
2014/5/13, , 32, 17, 31, , 7
2014/5/14, , 42, 27, 28, , 7
2014/5/15, , 45, 20, 35, , 13
2014/5/16, , 37, 11, 31, , 19
2014/5/17, , 51, 17, 14, , 4
2014/5/18, , 27, 20, 14, , 4
2014/5/19, , 28, 16, 26, , 7
2014/5/20, , 32, 19, 26, , 6
2014/5/21, , 42, 14, 28, , 8
2014/5/22, , 50, 16, 19, , 4
2014/5/23, , 46, 2, 16, , 5
2014/5/24, , 25, 8, 15, , 3
2014/5/25, , 13, 5, 14, , 6
2014/5/26, , 17, 2, 14, , 5
2014/5/27, , 21, 2, 16, , 4
2014/5/28, , 21, 9, 15, , 3
2014/5/29, , 15, 8, 17, , 4
2014/5/30, , 21, 10, 17, , 4
2014/5/31, , 20, 15, 21, , 5
2014/6/1, , 26, 11, 15, , 5
2014/6/2, , 23, 7, 14, , 4
2014/6/3, , 21, 18, 22, , 4
2014/6/4, , 23, 13, 29, , 8
2014/6/5, , 36, 10, 29, , 10
2014/6/6, , 59, 6, 26, , 11
2014/6/7, , 32, 14, 24, , 13
2014/6/8, , 45, 23, 17, , 7
2014/6/9, , 41, 12, 17, , 4
2014/6/10, , 35, 8, 15, , 4
2014/6/11, , 11, 11, 16, , 4
2014/6/12, , 20, 22, 14, , 4
2014/6/13, , 28, 11, 19, , 4
2014/6/14, , 30, 16, 21, , 5
2014/6/15, , 30, 19, 14, , 6
2014/6/16, , 32, 17, 24, , 7
2014/6/17, , 27, 26, 35, , 13
2014/6/18, , 55, 16, 23, , 5
2014/6/19, , 28, 14, 8, , 2
2014/6/20, , 6, 8, 17, , 5
2014/6/21, , 16, 8, 16, , 4
2014/6/22, , 21, 20, 13, , 4
2014/6/23, , 24, 16, 21, , 5
2014/6/24, , 33, 18, 33, , 10
2014/6/25, , 46, 16, 33, , 13
2014/6/26, , 56, 21, , , 12
2014/6/27, , 52, 25, 39, , 11
2014/6/28, , 58, 30, 29, , 9
2014/6/29, , 46, 21, 18, , 8
2014/6/30, , 45, 14, 17, , 3
2014/7/1, , 21, 15, 26, , 6
2014/1/2, , 17, 28, 10, , 3
2014/1/3, , 14, 33, 13, , 3
2014/1/4, , 21, 31, 8, , 3
2014/1/5, , 15, 25, 6, , 3
2014/1/6, , 14, 43, 12, , 4
2014/1/7, , 25, 40, 14, , 4
2014/1/8, , 28, 39, 19, , 4
2014/1/9, , 29, 37, 18, , 4
2014/1/10, , 25, 43, 28, , 6
2014/1/11, , 31, 23, 24, , 9
2014/1/12, , 32, 54, 12, , 4
2014/1/13, , 26, 9, 23, , 7
2014/1/14, , 31, 26, 27, , 6
2014/1/15, , 30, 33, 23, , 5
2014/1/16, , 17, 19, 30, , 7
2014/1/17, , 23, 27, 25, , 6
2014/1/18, , 27, 48, 14, , 4
2014/1/19, , 22, 38, 9, , 2
2014/1/20, , 15, 63, 17, , 5
2014/1/21, , 28, 7, 19, , 5
2014/1/22, , 24, , 22, , 5
2014/1/23, , 22, , 25, , 7
2014/1/24, , 25, , 27, , 7
2014/1/25, , 30, , 15, , 5
2014/1/26, , 21, , 8, , 4
2014/1/27, , 30, , 14, , 5
2014/1/28, , 41, 41, 14, , 4
2014/1/29, , 35, 10, 23, , 4
2014/1/30, , 37, 57, 24, , 
2014/1/31, , 45, 74, 27, , 
2014/2/1, , 45, 76, 23, , 
2014/2/2, , 39, 35, 12, , 
2014/2/3, , 31, 32, 16, , 
2014/2/4, , 26, 35, 18, , 
2014/2/5, , 26, 49, 20, , 
2014/2/6, , 34, 63, 22, , 
2014/2/7, , 32, 65, 21, , 
2014/2/8, , 34, 70, 16, , 
2014/2/9, , 26, 45, 12, , 
2014/2/10, , 24, 64, 20, , 2
2014/2/11, , 38, 55, 20, , 4
2014/2/12, , 34, 39, 22, , 4
2014/2/13, , 32, 47, 24, , 5
2014/2/14, , 33, 42, 24, , 5
2014/2/15, , 24, 17, 12, , 3
2014/2/16, , 12, 24, 9, , 3
2014/2/17, , 10, 20, 14, , 3
2014/2/18, , 13, 9, 8, , 3
2014/2/19, , 15, 15, 10, , 3
2014/2/20, , 20, 3, 17, , 4
2014/2/21, , 27, 32, 20, , 6
2014/2/22, , 30, 32, 15, , 4
2014/2/23, , 29, 26, 11, , 4
2014/2/24, , 21, 14, 23, , 6
2014/2/25, , 19, 16, 29, , 7
2014/2/26, , 26, 46, 26, , 8
2014/2/27, , 33, 39, 21, , 6
2014/2/28, , 29, 14, 23, , 5
2014/3/1, , 18, 7, , , 3
2014/3/2, , 14, , , , 
2014/3/3, , 20, , , , 
2014/3/4, , 14, , , , 
2014/3/5, , 30, , , , 
2014/3/6, , 20, 9, 15, , 3
2014/3/7, , 25, 2, 19, , 4
2014/3/8, , 24, , 15, , 5
2014/3/9, , 18, , 10, , 4
2014/3/10, , 21, 17, 20, , 5
2014/3/11, , 26, 2, 22, , 5
2014/3/12, , 26, 19, 22, , 6
2014/3/13, , 19, 19, 18, , 5
2014/3/14, , 22, 20, 21, , 5
2014/3/15, , 24, 33, 15, , 4
2014/3/16, , 23, 31, 20, , 5
2014/3/17, , 19, 29, 22, , 6
2014/3/18, , 23, 24, 35, , 7
2014/3/19, , 29, 41, 25, , 6
2014/3/20, , 33, 24, 24, , 5
2014/3/21, , 23, 16, 16, , 5
2014/3/22, , 24, 11, 10, , 3
2014/3/23, , 11, 12, 6, , 1
2014/3/24, , 13, 8, 12, , 3
2014/3/25, , 13, 12, 13, , 3
2014/3/26, , 17, 11, 12, , 2
2014/3/27, , 16, 14, 11, , 4
2014/3/28, , 20, 20, 13, , 4
2014/3/29, , 18, 35, 15, , 5
2014/3/30, , 27, 19, 10, , 4
2014/3/31, , 19, 18, 20, , 5
2014/4/1, , 16, 19, 19, , 5
2021/4/2, , , 20, 5, , 1
2021/4/3, , , 33, 8, , 1
2021/4/4, , , 22, 5, , 1
2021/4/5, , , 22, 5, , 1
2021/4/6, , , 20, 7, , 1
2021/4/7, , , 11, 14, , 1
2021/4/10, , , 33, 14, , 2
2021/4/11, , , 37, 11, , 1
2021/3/10, , , 26, 12, , 1
2021/3/11, , , 29, 18, , 3
2021/3/12, , , 37, 17, , 2
2021/3/13, , , 42, 10, , 1
2021/3/14, , , 42, 7, , 1
2021/3/15, , , 66, 14, , 2
2021/3/16, , , 52, 15, , 1
2021/3/17, , , 43, 17, , 2
2021/3/18, , , 18, 17, , 2
2021/3/19, , , 33, 17, , 2
2021/3/20, , , 37, 10, , 1
2021/3/21, , , 34, 7, , 2
2021/3/22, , , 39, 14, , 1
2021/3/23, , , 68, 15, , 1
2021/3/24, , , 42, 11, , 1
2021/3/25, , , 45, 10, , 1
2021/3/26, , , 55, 15, , 2
2021/3/27, , , 53, 14, , 2
2021/3/28, , , 38, 7, , 1
2021/3/29, , , 43, 18, , 3
2021/3/30, , , 31, 12, , 1
2021/3/31, , , 17, 9, , 1
2021/4/1, , , 20, 8, , 1
2020/11/14, , , 49, 12, , 2
2020/11/15, , , 48, 7, , 2
2020/11/16, , , 41, 13, , 2
2020/11/17, , , 17, 11, , 1
2020/11/18, , , 12, 12, , 1
2020/11/19, , , 13, 12, , 1
2020/11/20, , , 26, 9, , 1
2020/11/21, , , 30, 6, , 1
2020/11/22, , , 31, 5, , 1
2016/1/3, , , 11, 5, , 2
2015/7/13, , , 10, 21, , 8
2015/7/15, , , 23, 32, , 10
2015/5/5, , , 8, 13, , 2
2015/1/1, , , 28, 6, , 1
2015/1/19, , , 13, 21, , 2
2015/1/20, , , 74, 24, , 2
2015/1/21, , , 49, 19, , 2
2015/1/26, , , 1, 22, , 
2014/8/16, , , 10, 17, , 5
2014/1/1, , , 18, 5, , 2
2019/6/9, , , , , 2, 
2018/12/12, , , , , 1, 
2018/12/13, , , , , , 
2018/12/28, , , , , , 
2018/12/29, , , , , , 
2018/12/30, , , , , , 
